method,APSFailure,Amazon_employee_access,Another-Dataset-on-used-Fiat-500,Bank_Customer_Churn,Bioresponse,Diabetes130US,E-CommereShippingData,Fitness_Club,Food_Delivery_Time,GiveMeSomeCredit,HR_Analytics_Job_Change_of_Data_Scientists,Is-this-a-good-customer,MIC,Marketing_Campaign,NATICUSdroid,QSAR-TID-11,QSAR_fish_toxicity,SDSS17,airfoil_self_noise,anneal,bank-marketing,blood-transfusion-service-center,churn,coil2000_insurance_policies,concrete_compressive_strength,credit-g,credit_card_clients_default,customer_satisfaction_in_airline,diabetes,diamonds,hazelnut-spread-contaminant-detection,healthcare_insurance_expenses,heloc,hiva_agnostic,houses,in_vehicle_coupon_recommendation,jm1,kddcup09_appetency,maternal_health_risk,miami_housing,online_shoppers_intention,physiochemical_protein,polish_companies_bankruptcy,qsar-biodeg,seismic-bumps,splice,students_dropout_and_academic_success,superconductivity,taiwanese_bankruptcy_prediction,website_phishing,wine_quality
GBM (default),0.9879267299967925,0.2728287748586802,0.8607343514811562,0.9709773128974074,0.9373529171160153,0.8408523083856819,0.8774495264680894,0.6952820004380258,0.7889312543831,0.9943065634444708,0.9821188117781061,0.8959652475532558,0.9548791416525088,0.9447257575613358,0.7313417618048739,0.8703410667538497,0.664862352094745,0.9812436574041219,0.8936398042585665,0.9621651344273583,0.9855281327472768,0.6973598986611886,0.9437376127713701,0.87140522007407,0.9327702464099805,0.8956661938389816,0.9782621556913239,0.996749618579735,0.8512984225449212,0.9810281017907675,0.7650337236876519,0.9847806190848729,0.9374999475026925,0.9964732700081456,0.9467615064271864,0.9548194155893427,0.7837735069882455,0.8547558470397771,0.9137325713107447,0.9253918592291517,0.9839555442497253,0.8144087764999367,0.9047448948815121,0.8526737353181241,0.8365172605177699,0.9613137133559149,0.980334591752216,0.9602180775327448,0.9770775353280096,0.7614989012797251,0.8256258386244191
GBM (tuned + ensemble),0.992840846218841,0.5495474094816905,0.9657166438897719,0.9795936656042552,0.9745243515339996,0.9932758820109517,0.9283480791565055,0.9160911985055887,0.9899683537251727,0.9980618878031895,0.9951903290720661,0.983604008537223,0.9856775271157627,0.9743895685320808,0.8566926779940082,0.9276044771088808,0.7707870051056709,0.9944939703322999,0.916392582356974,0.9827730243460057,0.9996384479062513,0.8715244382462174,0.9596255923303987,0.928431576365948,0.9828137728376621,1.0,0.986818927099771,0.9975887012946302,0.9330090968919047,0.9925023998001837,0.8257326426206419,0.9972762135194091,0.9764152841445385,0.9948835479122554,0.9653286274992535,0.9805966475706454,0.818683948825571,0.9473335263558611,0.9418869304311405,0.9780685771324275,0.9897497196105645,0.8448119870571902,0.9124092691712751,0.9276614115282396,0.9367293930706174,0.9902221938644821,0.9892361988936715,0.9784769907876656,0.9939180542692001,0.8202987154675173,0.9157816556203162
GBM (tuned),0.9891704194161899,0.40431817055397445,0.896297106169416,0.9771113675407156,0.9632480156544327,0.964524238648549,0.8945023980017643,0.920338689968257,0.9865044453115538,0.9974630712246031,0.9898502447265022,0.9613312767067588,0.9858067301017127,0.9732508240711351,0.8595217815890552,0.9187431475269993,0.7160924370737102,0.9941656767526453,0.9099470637060018,0.9837526985863226,0.9981353438436505,0.8709251936191866,0.9597952455393333,0.9172087767650112,0.9785529205243063,0.9832747744187063,0.9843109075898138,0.9971402260097595,0.9363634896283359,0.987398256799604,0.8258318117076541,0.9956015387824919,0.9750449209081331,0.9946532374769601,0.9634146305308086,0.9783092849679688,0.806841971453038,0.9246557958227979,0.9410655394621049,0.9637782690702592,0.9894089023276229,0.8457653745437568,0.9085772502980444,0.9258106175682854,0.9267220187307392,0.9856303812056305,0.9885308268880384,0.9761835548821747,0.9917090025869725,0.8048413379849535,0.9228530954980199
KNN (default),0.0,0.20985256607623126,0.0,0.0,0.17931959840213185,0.0,0.6677861781822946,0.0,0.0098986723887583,0.0,0.0,0.0,0.0,0.0,0.014467884900279837,0.7503554575225361,0.0,0.0,0.0,0.0,0.0,0.02904154602069331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669027537300931,0.0,0.0,0.0,0.6754022539610033,0.0,0.0,0.0,0.0,0.0,0.43062500390568104,0.0,0.0,0.0,0.0,0.0,0.2577378133758267,0.0,0.6051005393588365,0.0,0.35395475996307435,0.0
KNN (tuned + ensemble),0.8338234277976475,0.20985256607623215,0.18525508503306298,0.08920999966808651,0.6770996904610864,0.16098224767713165,0.839039589324931,0.7888027028719695,0.3343776452015851,0.3473385338439585,0.33338889247772496,0.14282340736778243,0.6340604433837167,0.11083195211314201,0.01446788490028228,0.7503554575225361,0.41734072987646587,0.65715407414188,0.06628652497705179,0.5084579571838954,0.2797358645012997,0.22983466987887502,0.2313775322998427,0.5038515781079529,0.20922328844406957,0.0910426072623366,0.333965526991721,0.15026848024272976,0.6334860423129243,0.2536992959294432,0.2713960404262783,0.10544664428600103,0.5078643938160836,0.6714233945875847,0.11929251469251156,0.005115348169632217,0.639454253627654,0.11846770057672895,0.9118392608666765,0.5237248608399463,0.4120644250246325,0.16497494331478912,0.30901828303528744,0.4637514586916264,0.5629686760454343,0.2577378281830489,0.8683775263548746,0.8148623215744681,0.24649494998614163,0.3511608836571548,0.5590419376300957
KNN (tuned),0.7806108525343585,0.20985256607623215,0.12398830499825642,0.08945803461488089,0.5793627576091774,0.14780965250211175,0.8126484952130977,0.7785661440073134,0.2555641271845225,0.34449345048303304,0.29046863560165814,0.14494986066669024,0.5809738369698998,0.07216280215721549,0.01446788490028228,0.7503554575225361,0.259605281099501,0.5904826947303102,0.02847645928189857,0.13938970832462072,0.25699285129145377,0.0,0.23843976277350576,0.42035171693314644,0.186133441096074,0.049804501910482246,0.29590249951819747,0.13797971223409033,0.6625402661080173,0.24862844339414392,0.16011468904912962,0.10872110746949137,0.5068085240395703,0.6714233945875847,0.1153585488549651,0.005115348169632217,0.6372467382621749,0.1270173517369385,0.5203818817862276,0.5103879087024827,0.386959241152934,0.15546778599921696,0.3028677246988831,0.4097983918332677,0.5704853137245336,0.2577378281830489,0.8640371714697437,0.7882641105693309,0.2399567981179037,0.3511608836571548,0.5489315282440523
LR (default),0.9371779158793971,0.3722096269608537,0.5583479641852553,0.706144400826678,0.0,0.8392163457078259,0.0,0.9662294932232143,0.0,0.9112925300881898,0.9539594863942209,0.9484814680718507,0.9014032007513205,0.9580027409776233,0.3709321881208606,0.0,0.12299802779498137,0.9266722872266548,0.05359701579542897,0.9295459335858053,0.8858522335587411,0.7513304778303591,0.386453439956707,0.7842197493694107,0.24435669668210458,0.9343568356219865,0.767782384169085,0.9159555094788586,0.8799670834032701,0.0,0.47433442047444974,0.7978695392701902,0.8655623678501052,0.005523260735150415,0.6040662762003909,0.6685052988941205,0.5932666267323959,0.8525312938326488,0.5950600656067144,0.0,0.861799929133655,0.2500155238051799,0.5980887797451406,0.6226798562174305,0.8693046150068808,0.768364386353009,0.9689831049939548,0.0,0.9703838003682494,0.009213880740261193,0.35746748706053477
LR (tuned + ensemble),0.9588371157303198,0.42106810217033286,0.7414395560487372,0.7078084230500146,0.04108099427622203,0.8392162375770185,0.45945986278897766,0.9558646446168715,0.2429916284646757,0.9134023546492569,0.953959559058003,0.9433511367319617,0.9011446412538677,0.9562109060136013,0.3680148162642609,0.28954596322262527,0.1173126406687629,0.9332191856245162,0.18690820176274114,0.9775216173944128,0.8889404405129114,0.9956162794621207,0.5400769103519079,0.778832753595875,0.25855411431114883,0.9333565869299821,0.7678681555549431,0.9163521290330743,0.8748758589513718,0.4449498220428626,0.5232619687790918,0.7976712192584379,0.86525862141416,0.0,0.6094929805725368,0.6682813251116557,0.592225808770487,0.8510508992684144,0.6077797549279983,0.13769477072074066,0.8855488826444042,0.2670878986613454,0.6806403211641429,0.7361579158555384,0.8792563350124969,0.7683643720396695,0.9691419650286384,0.019558384802082274,0.9700889021377423,0.019741517556494115,0.3613435229964893
LR (tuned),0.9314244714040666,0.37221039318990823,0.7424877458922515,0.7078176318869029,7.735977899381297e-05,0.8392162375770185,0.42227487715102585,0.9570947636476775,0.19814561780951145,0.9118434258234464,0.953959559058003,0.9445386742804373,0.9014032027856613,0.9580034606918898,0.36984800889471847,0.2821109322325568,0.12291165946477234,0.9266422164494593,0.18526264571639384,0.970371073300003,0.8857803905809783,0.9174252574252929,0.5398923918097429,0.7747739883071855,0.25691933930034627,0.9313882308842687,0.7678015698738166,0.9162050550222998,0.8717504536782104,0.4460224456917323,0.5103377575142274,0.7976068311073712,0.8654467907166307,0.000840123169775775,0.6041062860231401,0.6682119501481065,0.5927743863022849,0.8525309868913264,0.5959928941832637,0.13769477009030107,0.861800210684488,0.2520723564246792,0.6682905875106591,0.7145134922491474,0.8582682350437547,0.7683643720396695,0.9689831040481839,0.0004980692642009288,0.9703798778012852,0.0,0.35706831667970573
MNCA (default),0.9618675371658394,0.3288702285915831,0.8136210168397054,0.9777250804857235,0.8211217055752726,0.8994619566634406,0.9660271052215477,0.952539731004549,0.895567758236964,0.991775228467296,0.9780457968164624,0.9560429291803585,0.9786360817887311,0.969108128108791,0.5919505135674369,0.8772634496188202,0.7532421587548722,0.982884036144746,0.8938413163315552,0.9719987200335503,0.9816027322698353,0.9267549026049895,1.0,0.942962017662614,0.8502814495152523,0.9676578999907275,0.9897164093622077,0.9867503654613115,0.9597688720378238,0.9818840767182444,0.9170524963958235,0.9853515037050108,0.9806430027281768,0.8284126638055795,0.9878846506069345,0.8875989376751043,0.892426620099303,0.780033109880089,0.951216615823463,0.9045695964816023,0.9798102713403912,0.9108786843172902,0.9327633242099282,0.8561951432387488,0.9202574409305841,0.845005265538831,0.9803694862009299,0.9371165865769032,0.9797345283155212,0.7154848338129531,0.902519062424675
MNCA (tuned + ensemble),0.986342719361412,0.7321928018309136,0.9223950778375141,0.9836099598225153,0.9591680985174941,0.9529963341893082,0.9422348007244115,0.7454133115497747,0.9763199618141538,0.9976883712658765,0.9886106946578127,0.8212196046865088,0.987964436572477,0.9662977426664454,0.7834556064399945,1.0,0.8697146675409729,0.9914557730275083,0.915748809493747,0.9819611731833077,0.9904677674407021,0.5856832289391007,0.9968227158620637,0.9496189446510115,0.9326466869793238,0.9112764607249044,0.995688242102574,0.9975753501597496,0.6976385077779214,0.9978864242881178,0.9476015336499302,0.9866484037735331,0.9788251823905976,0.9810692702208506,1.0,0.9916182259507886,0.9461155920347142,0.9265860797363538,0.9764429181583728,0.9728456432490137,0.9901648663133297,0.9552302777316115,0.952113927424813,0.904850168483693,0.7581415508123952,0.9210487348287846,0.9860862460532975,0.973160402786284,0.9702618076341206,0.8830185584923148,0.9476832020228626
MNCA (tuned),0.9708017134507793,0.6004917587660503,0.8202368712606671,0.9828156045741491,0.8797088589624581,0.9283662336482587,0.9636750894264128,0.911572773586623,0.9508647806938464,0.9951600870159852,0.9837591881671089,0.9146066876847522,0.9839029084891082,0.9761253065050547,0.6734078228461027,0.9618149583232285,0.7397433371927238,0.9890313871489083,0.9026355738962778,0.9816765498906279,0.9863675735182464,0.7627130813173945,0.9998083656117888,0.9141405003622164,0.8920133127843667,0.9525042193829967,0.9938162604455186,0.9969083898441446,0.9210067081101819,0.988808470825012,0.9481705162866627,0.9849262494657947,0.9913338539650265,0.9904559730395166,0.9886612561143989,0.973984425449344,0.8921539383259753,0.9014390622921433,0.9593551112470584,0.9548641271789486,0.9861789511752846,0.9262946768206467,0.9513340731814045,0.858731183421833,0.9054279764171084,0.92756398816764,0.9809247036665562,0.9507419493471765,0.9773885608442919,0.8684643834116959,0.9202636525290417
NN_TORCH (default),0.9666456609591196,0.1327293445342076,0.6775261926237616,0.9583603660568044,0.6436460247681989,0.884466745132026,0.8123150150547902,0.8999948875427812,0.6892473800187182,0.9876022094961796,0.9787083015428775,0.9091450418253622,0.9736793168232641,0.936098725855848,0.7274695945821918,0.8621480526316723,0.5418149011949507,0.9744663935516551,0.9071739533797393,0.9769615707628041,0.9426499377416941,0.9301306642507454,0.8297073237941707,0.8024370381727968,0.8714598248475103,0.8998456946850224,0.9494281399164777,0.9943870443412073,0.7723022513307674,0.8976371587443206,0.8843738029981296,0.978343179090634,0.9096899524108798,0.966584025094524,0.8974696927261371,0.9243512816414018,0.6233907561709127,0.9176450066017753,0.791422951164747,0.8638584815427883,0.9597869392228885,0.8435381893897437,0.7236527864931133,0.8124439321942234,0.8898131653262448,0.8033341492094604,0.9621686533581281,0.8962790856045497,0.9398848181776539,0.5160034076930327,0.538575006736701
NN_TORCH (tuned + ensemble),0.989999839492477,0.3798460489740534,0.7403867541876328,0.9746697079147254,0.8367019272883258,0.9606279331412841,0.9267031561141168,0.9085039932981603,0.8362217184571727,0.9930410408295104,0.990271464057309,0.9299738826304571,0.9860299486725473,0.9859628783793766,0.8765665009176518,0.9560662297003542,0.7000799996895559,0.987336824713234,0.9334783196171328,0.9763704212216131,0.9598984751959804,0.9183796851504797,0.950256106252445,0.876034720099905,0.9015632426890687,0.966668996806982,0.9854659646038912,0.9978957452150751,0.8358360801689986,0.9718284996578705,0.9377317302650413,0.9944718181898615,0.9550120714194431,0.9847091192595855,0.919112333926839,0.9694216597975511,0.6883915136432304,0.9552910436428441,0.8458935366660078,0.9283980710106212,0.9912912104194079,0.8960953510743869,0.9153468229902921,0.8502497387155745,0.8894291670632495,0.9421455360835332,0.9823842047889497,0.9426587562605788,0.9892892299257251,0.9413139029991682,0.7246313929515213
NN_TORCH (tuned),0.9787109268491829,0.1870241177225188,0.7103807741336373,0.9747397113659294,0.7597614094848553,0.9366830484365856,0.8849878449126531,0.899352346885811,0.8195790958523037,0.9902827116277394,0.9798504438838275,0.907012608556093,0.978391528243632,0.9714740439266056,0.7378973798695491,0.9050571131126295,0.6326277956857986,0.9872349037051796,0.9338484772375995,0.9655837208115174,0.9524445951791609,0.9157244377895533,0.9509358013248158,0.8451694770510184,0.8902933440770653,0.9406800484845045,0.9757690544775088,0.9974954317395587,0.8163562426965699,0.9649387590526974,0.9326505541692539,0.9954685689257896,0.9459803399212275,0.9919999406595968,0.9123948192957584,0.9479886775429138,0.6697800686035509,0.9390319326784354,0.833629088434116,0.91938032053696,0.9885387694792702,0.8762015537284944,0.9053376123354183,0.7975284819266139,0.8679136809722261,0.9064220615025854,0.9775402038497953,0.9310317061235371,0.9809433216373211,0.8863602257203144,0.7103344240709054
REALMLP (default),0.971659786453735,0.29908781864492384,0.7889284892202018,0.9745726894438123,0.7787308865653948,0.9070852621936856,0.9211958884353394,0.8873112550771035,0.5305030235285643,0.994435055575804,0.9785786272187185,0.9255515435390766,0.9615920225477224,0.9601326746311045,0.7878325414837363,0.903422840435087,0.8143163118032937,0.9669808380932582,0.9766931515617682,0.9774274130552199,0.972263130035815,0.9392507514025297,0.959639908134147,0.8132108886580685,0.895245776774321,0.9520017900804632,0.9834226341482374,0.9982735130648706,0.8902232366881989,0.9832834364805036,0.9039187904346458,0.9887388806347703,0.967159219676023,0.9202216196738193,0.9290111809121299,0.9588699994599651,0.6518486066948901,0.9207786375180952,0.8412141186793021,0.9216423124877753,0.9549853713226115,0.8179730716763103,0.932158927687912,0.8522712083806455,0.8753808445344281,0.9090857320487085,0.9798035414739787,0.9417147753279036,0.9859768554762294,0.7524468361461248,0.840402101248431
REALMLP (tuned + ensemble),0.9911493966832088,0.6616274048172249,0.9836129356174532,0.9898767546866818,0.9718785799970793,0.9727497775834106,0.9420859180773857,0.9325536938151817,0.9571420491788544,0.9976157524624173,0.9899235857036219,0.9677483285378803,0.9979801195951735,0.9736531981830169,0.9022557471695758,0.9333005866294701,0.9471386819307808,0.9809192463844175,0.9922431417215687,0.9921285536468483,0.9937994915893649,0.8609846335106626,0.9844512203174103,0.9385317866925087,0.9973627613501814,0.979416776592818,0.9876618108318082,0.9988087535590531,0.9240999760145384,0.9972067338042111,0.9206548134815411,0.9943736903779162,0.9916159201219112,0.9821657583470791,0.9916553199078184,0.9912175149852513,0.7891736694648481,0.9578455173551267,0.9677474520101628,0.9731278753420542,0.9817985833206752,0.9301490157265644,0.9362821543978376,0.9344359653200347,0.9059580345745444,0.9784915001619955,0.9894759020711023,0.9828813057468121,0.9969681894872264,0.9248110590300528,0.9366610169870082
REALMLP (tuned),0.9718550976765337,0.3322745735187249,0.7978316942128723,0.9871928518091871,0.8491604489177741,0.9301026612101754,0.931071213096092,0.9133724469531751,0.9239636224544517,0.9958435648686038,0.9798014271846336,0.9241979561065341,0.9944417851150584,0.9631861045048619,0.8207746622675163,0.8988950788550042,0.759211379211949,0.9798566095612874,0.9839551157514358,0.9872687689100363,0.9823814625552663,0.8091111568338879,0.973127391515156,0.8945540212485962,0.9585075275208184,0.9467973775075349,0.9838647870530491,0.9980936348802391,0.8834322453561118,0.9903238575663188,0.9175694152618743,0.9898324552861654,0.9692755983292684,0.9917731618191473,0.9661668076816982,0.9650741954781806,0.6788664855167551,0.9285537673491836,0.9398016139112365,0.9451701129540085,0.9742900449397361,0.8778635706935969,0.9138507837607431,0.8378093538987513,0.8821000097997342,0.961967156407904,0.98175942503877,0.9568930886985235,0.9835654973292984,0.8935222677789847,0.871129844066874
